status,master_id,company,company_norm,year,key,report_names,report_paths,question
matched,338,苏州中来光伏新材股份有限公司,苏州中来光伏新材股份有限公司,2021,苏州中来光伏新材股份有限公司#2021,2022-04-26__苏州中来光伏新材股份有限公司__300393__中来股份__2021年__年度报告.pdf,data/2022-04-26__苏州中来光伏新材股份有限公司__300393__中来股份__2021年__年度报告.pdf,2021年苏州中来光伏新材股份有限公司固定资产是多少元?
matched,341,苏州东山精密制造股份有限公司,苏州东山精密制造股份有限公司,2020,苏州东山精密制造股份有限公司#2020,2021-04-15__苏州东山精密制造股份有限公司__002384__东山精密__2020年__年度报告.pdf,data/2021-04-15__苏州东山精密制造股份有限公司__002384__东山精密__2020年__年度报告.pdf,2020年东山精密营业收入是多少元?
matched,342,奥普家居股份有限公司,奥普家居股份有限公司,2021,奥普家居股份有限公司#2021,2022-04-29__奥普家居股份有限公司__603551__奥普家居__2021年__年度报告.pdf,data/2022-04-29__奥普家居股份有限公司__603551__奥普家居__2021年__年度报告.pdf,奥普家居股份有限公司2021年收回投资所收到的现金是多少元？
matched,345,江西黑猫炭黑股份有限公司,江西黑猫炭黑股份有限公司,2021,江西黑猫炭黑股份有限公司#2021,2022-04-22__江西黑猫炭黑股份有限公司__002068__黑猫股份__2021年__年度报告.pdf,data/2022-04-22__江西黑猫炭黑股份有限公司__002068__黑猫股份__2021年__年度报告.pdf,黑猫股份2021年归属母公司所有者净利润是多少元?
matched,346,海南大东海旅游中心股份有限公司,海南大东海旅游中心股份有限公司,2019,海南大东海旅游中心股份有限公司#2019,2020-03-21__海南大东海旅游中心股份有限公司__200613__大东海__2019年__年度报告.pdf,data/2020-03-21__海南大东海旅游中心股份有限公司__200613__大东海__2019年__年度报告.pdf,2019年大东海的职工总数是多少？
matched,353,深圳市实益达科技股份有限公司,深圳市实益达科技股份有限公司,2021,深圳市实益达科技股份有限公司#2021,2022-04-26__深圳市实益达科技股份有限公司__002137__实益达__2021年__年度报告.pdf,data/2022-04-26__深圳市实益达科技股份有限公司__002137__实益达__2021年__年度报告.pdf,深圳市实益达科技股份有限公司2021年固定资产是多少元?
matched,355,株洲宏达电子股份有限公司,株洲宏达电子股份有限公司,2019,株洲宏达电子股份有限公司#2019,2020-03-13__株洲宏达电子股份有限公司__300726__宏达电子__2019年__年度报告.pdf,data/2020-03-13__株洲宏达电子股份有限公司__300726__宏达电子__2019年__年度报告.pdf,请问，根据2019年的年报，株洲宏达电子股份有限公司的证券简称是什么?
matched,357,新晨科技股份有限公司,新晨科技股份有限公司,2020,新晨科技股份有限公司#2020,2021-04-28__新晨科技股份有限公司__300542__新晨科技__2020年__年度报告.pdf,data/2021-04-28__新晨科技股份有限公司__300542__新晨科技__2020年__年度报告.pdf,新晨科技股份有限公司2020年净利润是多少元?
matched,358,春秋航空股份有限公司,春秋航空股份有限公司,2021,春秋航空股份有限公司#2021,2022-04-29__春秋航空股份有限公司__601021__春秋航空__2021年__年度报告.pdf,data/2022-04-29__春秋航空股份有限公司__601021__春秋航空__2021年__年度报告.pdf,春秋航空2021年年报数据中，衍生金融资产是多少元?
matched,359,华林证券股份有限公司,华林证券股份有限公司,2020,华林证券股份有限公司#2020,2021-03-31__华林证券股份有限公司__002945__华林证券__2020年__年度报告.pdf,data/2021-03-31__华林证券股份有限公司__002945__华林证券__2020年__年度报告.pdf,华林证券在2020年的利息支出是多少元？
matched,360,武汉中元华电科技股份有限公司,武汉中元华电科技股份有限公司,2020,武汉中元华电科技股份有限公司#2020,2021-03-16__武汉中元华电科技股份有限公司__300018__中元股份__2020年__年度报告.pdf,data/2021-03-16__武汉中元华电科技股份有限公司__300018__中元股份__2020年__年度报告.pdf,根据武汉中元华电科技股份有限公司2020年年报，请简要介绍报告期内公司博士及以上人数的情况。
matched,362,上海现代制药股份有限公司,上海现代制药股份有限公司,2019,上海现代制药股份有限公司#2019,2020-04-02__上海现代制药股份有限公司__600420__国药现代__2019年__年度报告.pdf,data/2020-04-02__上海现代制药股份有限公司__600420__国药现代__2019年__年度报告.pdf,上海现代制药股份有限公司2019年注册地址是什么?
matched,365,中国石化上海石油化工股份有限公司,中国石化上海石油化工股份有限公司,2019,中国石化上海石油化工股份有限公司#2019,2020-03-26__中国石化上海石油化工股份有限公司__600688__上海石化__2019年__年度报告.pdf,data/2020-03-26__中国石化上海石油化工股份有限公司__600688__上海石化__2019年__年度报告.pdf,上海石化2019年的职工总数是多少？
matched,374,新华文轩出版传媒股份有限公司,新华文轩出版传媒股份有限公司,2019,新华文轩出版传媒股份有限公司#2019,2020-03-31__新华文轩出版传媒股份有限公司__601811__新华文轩__2019年__年度报告.pdf,data/2020-03-31__新华文轩出版传媒股份有限公司__601811__新华文轩__2019年__年度报告.pdf,2019年新华文轩出版传媒股份有限公司研发人员数是什么?
matched,375,安徽楚江科技新材料股份有限公司,安徽楚江科技新材料股份有限公司,2021,安徽楚江科技新材料股份有限公司#2021,2022-04-15__安徽楚江科技新材料股份有限公司__002171__楚江新材__2021年__年度报告.pdf,data/2022-04-15__安徽楚江科技新材料股份有限公司__002171__楚江新材__2021年__年度报告.pdf,请问安徽楚江科技新材料股份有限公司在2021年的营业成本是多少元？
matched,378,恒逸石化股份有限公司,恒逸石化股份有限公司,2020,恒逸石化股份有限公司#2020,2021-04-20__恒逸石化股份有限公司__000703__恒逸石化__2020年__年度报告.pdf,data/2021-04-20__恒逸石化股份有限公司__000703__恒逸石化__2020年__年度报告.pdf,根据恒逸石化股份有限公司2020年年报，该报告期内公司的综合收益总额是多少元?
matched,382,蒙草生态环境(集团)股份有限公司,蒙草生态环境集团股份有限公司,2021,蒙草生态环境集团股份有限公司#2021,2022-04-23__蒙草生态环境集团股份有限公司__300355__蒙草生态__2021年__年度报告.pdf,data/2022-04-23__蒙草生态环境集团股份有限公司__300355__蒙草生态__2021年__年度报告.pdf,2021年蒙草生态环境(集团)股份有限公司负债合计是多少元?
matched,387,阜新德尔汽车部件股份有限公司,阜新德尔汽车部件股份有限公司,2021,阜新德尔汽车部件股份有限公司#2021,2022-04-28__阜新德尔汽车部件股份有限公司__300473__德尔股份__2021年__年度报告.pdf,data/2022-04-28__阜新德尔汽车部件股份有限公司__300473__德尔股份__2021年__年度报告.pdf,阜新德尔汽车部件股份有限公司2021年的应收款项融资金额是多少元？
matched,389,北京思特奇信息技术股份有限公司,北京思特奇信息技术股份有限公司,2020,北京思特奇信息技术股份有限公司#2020,2021-04-15__北京思特奇信息技术股份有限公司__300608__思特奇__2020年__年度报告.pdf,data/2021-04-15__北京思特奇信息技术股份有限公司__300608__思特奇__2020年__年度报告.pdf,北京思特奇信息技术股份有限公司2020年营业税金及附加是多少元?
matched,390,莲花健康产业集团股份有限公司,莲花健康产业集团股份有限公司,2019,莲花健康产业集团股份有限公司#2019,2020-04-02__莲花健康产业集团股份有限公司__600186__莲花健康__2019年__年度报告.pdf,data/2020-04-02__莲花健康产业集团股份有限公司__600186__莲花健康__2019年__年度报告.pdf,2019年莲花健康研发人员数是什么?
matched,391,深圳香江控股股份有限公司,深圳香江控股股份有限公司,2020,深圳香江控股股份有限公司#2020,2021-04-14__深圳香江控股股份有限公司__600162__香江控股__2020年__年度报告.pdf,data/2021-04-14__深圳香江控股股份有限公司__600162__香江控股__2020年__年度报告.pdf,请问，2020年深圳香江控股股份有限公司的营业收入是多少元?
matched,392,海天水务集团股份公司,海天水务集团股份公司,2020,海天水务集团股份公司#2020,2021-04-20__海天水务集团股份公司__603759__海天股份__2020年__年度报告.pdf,data/2021-04-20__海天水务集团股份公司__603759__海天股份__2020年__年度报告.pdf,根据海天水务集团股份公司2020年的年报，该报告期内公司的所得税费用是多少元?
matched,403,浙江中国小商品城集团股份有限公司,浙江中国小商品城集团股份有限公司,2021,浙江中国小商品城集团股份有限公司#2021,2022-03-22__浙江中国小商品城集团股份有限公司__600415__小商品城__2021年__年度报告.pdf,data/2022-03-22__浙江中国小商品城集团股份有限公司__600415__小商品城__2021年__年度报告.pdf,浙江中国小商品城集团股份有限公司2021年每股净资产是多少元?
matched,407,山东胜利股份有限公司,山东胜利股份有限公司,2019,山东胜利股份有限公司#2019,2020-03-28__山东胜利股份有限公司__000407__胜利股份__2019年__年度报告.pdf,data/2020-03-28__山东胜利股份有限公司__000407__胜利股份__2019年__年度报告.pdf,山东胜利股份有限公司在2019年的外文名称是什么?
matched,408,江苏博信投资控股股份有限公司,江苏博信投资控股股份有限公司,2021,江苏博信投资控股股份有限公司#2021,2022-04-29__江苏博信投资控股股份有限公司__600083__博信股份__2021年__年度报告.pdf,data/2022-04-29__江苏博信投资控股股份有限公司__600083__博信股份__2021年__年度报告.pdf,博信股份在2021年末的现金及现金等价物余额是多少元？
matched,409,北京数字认证股份有限公司,北京数字认证股份有限公司,2019,北京数字认证股份有限公司#2019,2020-03-26__北京数字认证股份有限公司__300579__数字认证__2019年__年度报告.pdf,data/2020-03-26__北京数字认证股份有限公司__300579__数字认证__2019年__年度报告.pdf,数字认证2019年外文名称是什么?
matched,411,贵州益佰制药股份有限公司,贵州益佰制药股份有限公司,2021,贵州益佰制药股份有限公司#2021,2022-04-23__贵州益佰制药股份有限公司__600594__益佰制药__2021年__年度报告.pdf,data/2022-04-23__贵州益佰制药股份有限公司__600594__益佰制药__2021年__年度报告.pdf,2021年益佰制药资产总计是多少元?
matched,412,江苏三六五网络股份有限公司,江苏三六五网络股份有限公司,2019,江苏三六五网络股份有限公司#2019,2020-04-18__江苏三六五网络股份有限公司__300295__三六五网__2019年__年度报告.pdf,data/2020-04-18__江苏三六五网络股份有限公司__300295__三六五网__2019年__年度报告.pdf,三六五网在2019年度的财务费用是多少元？
matched,413,火星人厨具股份有限公司,火星人厨具股份有限公司,2020,火星人厨具股份有限公司#2020,2021-04-21__火星人厨具股份有限公司__300894__火星人__2020年__年度报告.pdf,data/2021-04-21__火星人厨具股份有限公司__300894__火星人__2020年__年度报告.pdf,火星人厨具股份有限公司2020年综合收益总额是多少元?
matched,414,华灿光电股份有限公司,华灿光电股份有限公司,2019,华灿光电股份有限公司#2019,2020-04-03__华灿光电股份有限公司__300323__华灿光电__2019年__年度报告.pdf,data/2020-04-03__华灿光电股份有限公司__300323__华灿光电__2019年__年度报告.pdf,华灿光电在2019年的办公地址是什么？
matched,421,北京银信长远科技股份有限公司,北京银信长远科技股份有限公司,2019,北京银信长远科技股份有限公司#2019,2020-02-29__北京银信长远科技股份有限公司__300231__银信科技__2019年__年度报告.pdf,data/2020-02-29__北京银信长远科技股份有限公司__300231__银信科技__2019年__年度报告.pdf,银信科技2019年企业名称是什么?
matched,422,无锡华光环保能源集团股份有限公司,无锡华光环保能源集团股份有限公司,2020,无锡华光环保能源集团股份有限公司#2020,2021-04-20__无锡华光环保能源集团股份有限公司__600475__华光环能__2020年__年度报告.pdf,data/2021-04-20__无锡华光环保能源集团股份有限公司__600475__华光环能__2020年__年度报告.pdf,2020年华光环能销售费用是多少元?
matched,423,苏州银行股份有限公司,苏州银行股份有限公司,2019,苏州银行股份有限公司#2019,2020-03-31__苏州银行股份有限公司__002966__苏州银行__2019年__年度报告.pdf,data/2020-03-31__苏州银行股份有限公司__002966__苏州银行__2019年__年度报告.pdf,苏州银行股份有限公司2019年的利息收入是多少元？
matched,424,河南四方达超硬材料股份有限公司,河南四方达超硬材料股份有限公司,2019,河南四方达超硬材料股份有限公司#2019,2020-03-10__河南四方达超硬材料股份有限公司__300179__四方达__2019年__年度报告.pdf,data/2020-03-10__河南四方达超硬材料股份有限公司__300179__四方达__2019年__年度报告.pdf,2019年河南四方达超硬材料股份有限公司证券简称是什么?
matched,425,杭州炬华科技股份有限公司,杭州炬华科技股份有限公司,2020,杭州炬华科技股份有限公司#2020,2021-04-07__杭州炬华科技股份有限公司__300360__炬华科技__2020年__年度报告.pdf,data/2021-04-07__杭州炬华科技股份有限公司__300360__炬华科技__2020年__年度报告.pdf,杭州炬华科技股份有限公司在2020年的营业外支出是多少元？
matched,429,上海新通联包装股份有限公司,上海新通联包装股份有限公司,2019,上海新通联包装股份有限公司#2019,2020-04-10__上海新通联包装股份有限公司__603022__新通联__2019年__年度报告.pdf,data/2020-04-10__上海新通联包装股份有限公司__603022__新通联__2019年__年度报告.pdf,2019年新通联公司网址是什么?
matched,430,渤海汽车系统股份有限公司,渤海汽车系统股份有限公司,2021,渤海汽车系统股份有限公司#2021,2022-04-23__渤海汽车系统股份有限公司__600960__渤海汽车__2021年__年度报告.pdf,data/2022-04-23__渤海汽车系统股份有限公司__600960__渤海汽车__2021年__年度报告.pdf,渤海汽车2021年的负债合计是多少元？
matched,431,浙江日发精密机械股份有限公司,浙江日发精密机械股份有限公司,2021,浙江日发精密机械股份有限公司#2021,2022-04-29__浙江日发精密机械股份有限公司__002520__日发精机__2021年__年度报告.pdf,data/2022-04-29__浙江日发精密机械股份有限公司__002520__日发精机__2021年__年度报告.pdf,日发精机2021年收回投资收到的现金是多少元？
matched,432,上海柘中集团股份有限公司,上海柘中集团股份有限公司,2020,上海柘中集团股份有限公司#2020,2021-04-20__上海柘中集团股份有限公司__002346__柘中股份__2020年__年度报告.pdf,data/2021-04-20__上海柘中集团股份有限公司__002346__柘中股份__2020年__年度报告.pdf,2020年柘中股份综合收益总额是多少元?
matched,433,新东方新材料股份有限公司,新东方新材料股份有限公司,2021,新东方新材料股份有限公司#2021,2022-04-28__新东方新材料股份有限公司__603110__东方材料__2021年__年度报告.pdf,data/2022-04-28__新东方新材料股份有限公司__603110__东方材料__2021年__年度报告.pdf,新东方新材料股份有限公司在2021年的应收款项融资是多少元？
matched,439,新疆天顺供应链股份有限公司,新疆天顺供应链股份有限公司,2019,新疆天顺供应链股份有限公司#2019,2020-04-01__新疆天顺供应链股份有限公司__002800__天顺股份__2019年__年度报告.pdf,data/2020-04-01__新疆天顺供应链股份有限公司__002800__天顺股份__2019年__年度报告.pdf,天顺股份2019年的研发人员数量是多少？
matched,441,四川东材科技集团股份有限公司,四川东材科技集团股份有限公司,2021,四川东材科技集团股份有限公司#2021,2022-03-31__四川东材科技集团股份有限公司__601208__东材科技__2021年__年度报告.pdf,data/2022-03-31__四川东材科技集团股份有限公司__601208__东材科技__2021年__年度报告.pdf,东材科技2021年每股经营现金流量是多少元？
matched,443,北京京西文化旅游股份有限公司,北京京西文化旅游股份有限公司,2021,北京京西文化旅游股份有限公司#2021,2022-04-27__北京京西文化旅游股份有限公司__000802__北京文化__2021年__年度报告.pdf,data/2022-04-27__北京京西文化旅游股份有限公司__000802__北京文化__2021年__年度报告.pdf,请问，北京京西文化旅游股份有限公司在2021年的无形资产金额是多少元?
matched,446,北京千方科技股份有限公司,北京千方科技股份有限公司,2019,北京千方科技股份有限公司#2019,2020-04-15__北京千方科技股份有限公司__002373__千方科技__2019年__年度报告.pdf,data/2020-04-15__北京千方科技股份有限公司__002373__千方科技__2019年__年度报告.pdf,北京千方科技股份有限公司在2019年的电子信箱是什么？
matched,447,公元股份有限公司,公元股份有限公司,2021,公元股份有限公司#2021,2022-04-12__公元股份有限公司__002641__公元股份__2021年__年度报告.pdf,data/2022-04-12__公元股份有限公司__002641__公元股份__2021年__年度报告.pdf,2021年公元股份营业成本是多少元?
matched,449,中国中材国际工程股份有限公司,中国中材国际工程股份有限公司,2019,中国中材国际工程股份有限公司#2019,2020-03-24__中国中材国际工程股份有限公司__600970__中材国际__2019年__年度报告.pdf,data/2020-03-24__中国中材国际工程股份有限公司__600970__中材国际__2019年__年度报告.pdf,中国中材国际工程股份有限公司在2019年的证券代码是什么？
matched,450,盛德鑫泰新材料股份有限公司,盛德鑫泰新材料股份有限公司,2021,盛德鑫泰新材料股份有限公司#2021,2022-04-15__盛德鑫泰新材料股份有限公司__300881__盛德鑫泰__2021年__年度报告.pdf,data/2022-04-15__盛德鑫泰新材料股份有限公司__300881__盛德鑫泰__2021年__年度报告.pdf,盛德鑫泰新材料股份有限公司2021年的营业成本是多少元?
matched,452,唐山港集团股份有限公司,唐山港集团股份有限公司,2020,唐山港集团股份有限公司#2020,2021-03-31__唐山港集团股份有限公司__601000__唐山港__2020年__年度报告.pdf,data/2021-03-31__唐山港集团股份有限公司__601000__唐山港__2020年__年度报告.pdf,唐山港集团股份有限公司在2020年的管理费用是多少元?
matched,453,维尔利环保科技集团股份有限公司,维尔利环保科技集团股份有限公司,2020,维尔利环保科技集团股份有限公司#2020,2021-04-10__维尔利环保科技集团股份有限公司__300190__维尔利__2020年__年度报告.pdf,data/2021-04-10__维尔利环保科技集团股份有限公司__300190__维尔利__2020年__年度报告.pdf,维尔利2020年营业外收入是多少元?
matched,455,德龙汇能集团股份有限公司,德龙汇能集团股份有限公司,2021,德龙汇能集团股份有限公司#2021,2022-04-15__德龙汇能集团股份有限公司__000593__德龙汇能__2021年__年度报告.pdf,data/2022-04-15__德龙汇能集团股份有限公司__000593__德龙汇能__2021年__年度报告.pdf,德龙汇能2021年的营业成本是多少元?
matched,456,镇江东方电热科技股份有限公司,镇江东方电热科技股份有限公司,2021,镇江东方电热科技股份有限公司#2021,2022-04-26__镇江东方电热科技股份有限公司__300217__东方电热__2021年__年度报告.pdf,data/2022-04-26__镇江东方电热科技股份有限公司__300217__东方电热__2021年__年度报告.pdf,2021年东方电热的货币资金数量是多少?
matched,457,天津创业环保集团股份有限公司,天津创业环保集团股份有限公司,2019,天津创业环保集团股份有限公司#2019,2020-03-27__天津创业环保集团股份有限公司__600874__创业环保__2019年__年度报告.pdf,data/2020-03-27__天津创业环保集团股份有限公司__600874__创业环保__2019年__年度报告.pdf,天津创业环保集团股份有限公司在2019年的外文名称是什么？
matched,459,福然德股份有限公司,福然德股份有限公司,2020,福然德股份有限公司#2020,2021-03-01__福然德股份有限公司__605050__福然德__2020年__年度报告.pdf,data/2021-03-01__福然德股份有限公司__605050__福然德__2020年__年度报告.pdf,福然德股份有限公司在2020年的所得税费用是多少元？
matched,464,西陇科学股份有限公司,西陇科学股份有限公司,2021,西陇科学股份有限公司#2021,2022-04-22__西陇科学股份有限公司__002584__西陇科学__2021年__年度报告.pdf,data/2022-04-22__西陇科学股份有限公司__002584__西陇科学__2021年__年度报告.pdf,西陇科学2021年归属母公司所有者的净利润是多少元？
matched,465,中节能风力发电股份有限公司,中节能风力发电股份有限公司,2019,中节能风力发电股份有限公司#2019,2020-03-31__中节能风力发电股份有限公司__601016__节能风电__2019年__年度报告.pdf,data/2020-03-31__中节能风力发电股份有限公司__601016__节能风电__2019年__年度报告.pdf,节能风电2019年注册地址是什么?
matched,466,广州尚品宅配家居股份有限公司,广州尚品宅配家居股份有限公司,2021,广州尚品宅配家居股份有限公司#2021,2022-04-28__广州尚品宅配家居股份有限公司__300616__尚品宅配__2021年__年度报告.pdf,data/2022-04-28__广州尚品宅配家居股份有限公司__300616__尚品宅配__2021年__年度报告.pdf,2021年广州尚品宅配家居股份有限公司应付职工薪酬是多少元?
matched,468,长沙岱勒新材料科技股份有限公司,长沙岱勒新材料科技股份有限公司,2021,长沙岱勒新材料科技股份有限公司#2021,2022-04-12__长沙岱勒新材料科技股份有限公司__300700__岱勒新材__2021年__年度报告.pdf,data/2022-04-12__长沙岱勒新材料科技股份有限公司__300700__岱勒新材__2021年__年度报告.pdf,2021年长沙岱勒新材料科技股份有限公司营业成本是多少元?
matched,471,东北制药集团股份有限公司,东北制药集团股份有限公司,2020,东北制药集团股份有限公司#2020,2021-03-17__东北制药集团股份有限公司__000597__东北制药__2020年__年度报告.pdf,data/2021-03-17__东北制药集团股份有限公司__000597__东北制药__2020年__年度报告.pdf,东北制药在2020年的所得税费用是多少元？
matched,477,乐山电力股份有限公司,乐山电力股份有限公司,2019,乐山电力股份有限公司#2019,2020-03-21__乐山电力股份有限公司__600644__乐山电力__2019年__年度报告.pdf,data/2020-03-21__乐山电力股份有限公司__600644__乐山电力__2019年__年度报告.pdf,在2019年，乐山电力的证券代码是什么?
matched,478,重庆再升科技股份有限公司,重庆再升科技股份有限公司,2020,重庆再升科技股份有限公司#2020,2021-04-20__重庆再升科技股份有限公司__603601__再升科技__2020年__年度报告.pdf,data/2021-04-20__重庆再升科技股份有限公司__603601__再升科技__2020年__年度报告.pdf,2020年再升科技综合收益总额是多少元?
matched,479,远大产业控股股份有限公司,远大产业控股股份有限公司,2021,远大产业控股股份有限公司#2021,2022-03-26__远大产业控股股份有限公司__000626__远大控股__2021年__年度报告.pdf,data/2022-03-26__远大产业控股股份有限公司__000626__远大控股__2021年__年度报告.pdf,请问，远大控股2021年的每股净资产是多少元?
matched,480,南极电商股份有限公司,南极电商股份有限公司,2019,南极电商股份有限公司#2019,2020-04-16__南极电商股份有限公司__002127__南极电商__2019年__年度报告.pdf,data/2020-04-16__南极电商股份有限公司__002127__南极电商__2019年__年度报告.pdf,南极电商股份有限公司2019年电子信箱是什么?
matched,481,上海新文化传媒集团股份有限公司,上海新文化传媒集团股份有限公司,2021,上海新文化传媒集团股份有限公司#2021,2022-04-28__上海新文化传媒集团股份有限公司__300336__新文化__2021年__年度报告.pdf,data/2022-04-28__上海新文化传媒集团股份有限公司__300336__新文化__2021年__年度报告.pdf,新文化在2021年收回投资所得到的现金是多少元?
matched,485,宏发科技股份有限公司,宏发科技股份有限公司,2020,宏发科技股份有限公司#2020,2021-02-03__宏发科技股份有限公司__600885__宏发股份__2020年__年度报告.pdf,data/2021-02-03__宏发科技股份有限公司__600885__宏发股份__2020年__年度报告.pdf,宏发科技股份有限公司2020年博士及以上人数是什么?
matched,486,汉马科技集团股份有限公司,汉马科技集团股份有限公司,2020,汉马科技集团股份有限公司#2020,2021-03-31__汉马科技集团股份有限公司__600375__汉马科技__2020年__年度报告.pdf,data/2021-03-31__汉马科技集团股份有限公司__600375__汉马科技__2020年__年度报告.pdf,汉马科技集团股份有限公司在2020年的管理费用是多少元？
matched,487,中山公用事业集团股份有限公司,中山公用事业集团股份有限公司,2021,中山公用事业集团股份有限公司#2021,2022-04-28__中山公用事业集团股份有限公司__000685__中山公用__2021年__年度报告.pdf,data/2022-04-28__中山公用事业集团股份有限公司__000685__中山公用__2021年__年度报告.pdf,根据2021年年报数据，中山公用的应付职工薪酬是多少元?
matched,489,大理药业股份有限公司,大理药业股份有限公司,2020,大理药业股份有限公司#2020,2021-04-22__大理药业股份有限公司__603963__大理药业__2020年__年度报告.pdf,data/2021-04-22__大理药业股份有限公司__603963__大理药业__2020年__年度报告.pdf,大理药业股份有限公司在2020年的利润总额是多少元？
matched,492,西域旅游开发股份有限公司,西域旅游开发股份有限公司,2021,西域旅游开发股份有限公司#2021,2022-04-27__西域旅游开发股份有限公司__300859__西域旅游__2021年__年度报告.pdf,data/2022-04-27__西域旅游开发股份有限公司__300859__西域旅游__2021年__年度报告.pdf,2021年西域旅游应付职工薪酬是多少元?
matched,494,广东雄塑科技集团股份有限公司,广东雄塑科技集团股份有限公司,2021,广东雄塑科技集团股份有限公司#2021,2022-04-27__广东雄塑科技集团股份有限公司__300599__雄塑科技__2021年__年度报告.pdf,data/2022-04-27__广东雄塑科技集团股份有限公司__300599__雄塑科技__2021年__年度报告.pdf,雄塑科技在2021年的无形资产具体是多少元？
matched,496,浙江晶盛机电股份有限公司,浙江晶盛机电股份有限公司,2021,浙江晶盛机电股份有限公司#2021,2022-04-27__浙江晶盛机电股份有限公司__300316__晶盛机电__2021年__年度报告.pdf,data/2022-04-27__浙江晶盛机电股份有限公司__300316__晶盛机电__2021年__年度报告.pdf,晶盛机电2021年应收款项融资是多少元?
matched,498,北京佳讯飞鸿电气股份有限公司,北京佳讯飞鸿电气股份有限公司,2019,北京佳讯飞鸿电气股份有限公司#2019,2020-04-10__北京佳讯飞鸿电气股份有限公司__300213__佳讯飞鸿__2019年__年度报告.pdf,data/2020-04-10__北京佳讯飞鸿电气股份有限公司__300213__佳讯飞鸿__2019年__年度报告.pdf,北京佳讯飞鸿电气股份有限公司2019年公司网址是什么?
matched,502,浙江银轮机械股份有限公司,浙江银轮机械股份有限公司,2020,浙江银轮机械股份有限公司#2020,2021-04-15__浙江银轮机械股份有限公司__002126__银轮股份__2020年__年度报告.pdf,data/2021-04-15__浙江银轮机械股份有限公司__002126__银轮股份__2020年__年度报告.pdf,浙江银轮机械股份有限公司2020年营业税金及附加是多少元?
matched,504,融捷健康科技股份有限公司,融捷健康科技股份有限公司,2020,融捷健康科技股份有限公司#2020,2021-04-21__融捷健康科技股份有限公司__300247__融捷健康__2020年__年度报告.pdf,data/2021-04-21__融捷健康科技股份有限公司__300247__融捷健康__2020年__年度报告.pdf,融捷健康2020年综合收益总额是多少元?
matched,505,南通江山农药化工股份有限公司,南通江山农药化工股份有限公司,2020,南通江山农药化工股份有限公司#2020,2021-04-20__南通江山农药化工股份有限公司__600389__江山股份__2020年__年度报告.pdf,data/2021-04-20__南通江山农药化工股份有限公司__600389__江山股份__2020年__年度报告.pdf,南通江山农药化工股份有限公司在2020年的研发费用是多少元?
matched,509,龙洲集团股份有限公司,龙洲集团股份有限公司,2021,龙洲集团股份有限公司#2021,2022-04-26__龙洲集团股份有限公司__002682__龙洲股份__2021年__年度报告.pdf,data/2022-04-26__龙洲集团股份有限公司__002682__龙洲股份__2021年__年度报告.pdf,龙洲集团股份有限公司2021年负债合计是多少元?
matched,512,山东惠发食品股份有限公司,山东惠发食品股份有限公司,2019,山东惠发食品股份有限公司#2019,2020-04-16__山东惠发食品股份有限公司__603536__惠发食品__2019年__年度报告.pdf,data/2020-04-16__山东惠发食品股份有限公司__603536__惠发食品__2019年__年度报告.pdf,山东惠发食品股份有限公司2019年年报中电子信箱是什么?
matched,513,河南新宁现代物流股份有限公司,河南新宁现代物流股份有限公司,2021,河南新宁现代物流股份有限公司#2021,2022-04-29__河南新宁现代物流股份有限公司__300013__新宁物流__2021年__年度报告.pdf,data/2022-04-29__河南新宁现代物流股份有限公司__300013__新宁物流__2021年__年度报告.pdf,新宁物流2021年收回投资所得到的现金是多少元？
matched,516,东莞市奥海科技股份有限公司,东莞市奥海科技股份有限公司,2020,东莞市奥海科技股份有限公司#2020,2021-03-16__东莞市奥海科技股份有限公司__002993__奥海科技__2020年__年度报告.pdf,data/2021-03-16__东莞市奥海科技股份有限公司__002993__奥海科技__2020年__年度报告.pdf,2020年奥海科技公允价值变动收益是多少元?
matched,518,广东甘化科工股份有限公司,广东甘化科工股份有限公司,2019,广东甘化科工股份有限公司#2019,2020-03-28__广东甘化科工股份有限公司__000576__甘化科工__2019年__年度报告.pdf,data/2020-03-28__广东甘化科工股份有限公司__000576__甘化科工__2019年__年度报告.pdf,2019年甘化科工职工总数是什么?
matched,519,国网信息通信股份有限公司,国网信息通信股份有限公司,2020,国网信息通信股份有限公司#2020,2021-04-29__国网信息通信股份有限公司__600131__国网信通__2020年__年度报告.pdf,data/2021-04-29__国网信息通信股份有限公司__600131__国网信通__2020年__年度报告.pdf,2020年国网信通的所得税费用金额是多少元?
matched,524,江苏龙蟠科技股份有限公司,江苏龙蟠科技股份有限公司,2020,江苏龙蟠科技股份有限公司#2020,2021-03-27__江苏龙蟠科技股份有限公司__603906__龙蟠科技__2020年__年度报告.pdf,data/2021-03-27__江苏龙蟠科技股份有限公司__603906__龙蟠科技__2020年__年度报告.pdf,请问，江苏龙蟠科技股份有限公司2020年年报中，公司的管理费用是多少元?
matched,528,国泰君安证券股份有限公司,国泰君安证券股份有限公司,2019,国泰君安证券股份有限公司#2019,2020-03-25__国泰君安证券股份有限公司__601211__国泰君安__2019年__年度报告.pdf,data/2020-03-25__国泰君安证券股份有限公司__601211__国泰君安__2019年__年度报告.pdf,国泰君安证券股份有限公司在2019年的利息收入是多少元？
